id,title,chanel,Total_Minutes,Total_Views,Duration_in_Seconds,video_url,Views_per_Second,Year,Quarter,Month,Day,Calculated_Views,Cluster,ClusterLabel,Decision Path
147,رمزگشایی از صحنه های سریال تاسیان | حقایقی که شاید نمی دانید,نقد و نما۳۰,5760,3500,582,/v/gcp72r1,6.013745704467354,2025,Qtr 1,March,3,3500,0,Medium Engagement,2
148,راز محبوبیت سریال تاسیان چیست؟ | تحلیلی بر سریال دیدنی تینا پاکروان,نقد و نما۳۰,10080,4100,337,/v/zks9992,12.166172106824924,2025,Qtr 1,February,28,4100,0,Medium Engagement,2
149,نقد داوری های جشنواره فیلم فجر ۴۳,نقد و نما۳۰,10080,2200,674,/v/ruz01vm,3.264094955489614,2025,Qtr 1,February,28,2200,0,Medium Engagement,2
150,نقد فیلم های جشنواره ۴۳ | قاتل و وحشی شاه نقش,نقد و نما۳۰,10080,2900,681,/v/lnh95s5,4.258443465491924,2025,Qtr 1,February,28,2900,0,Medium Engagement,2
151,نقد فیلم های جشنواره ۴۳ | پیر پسر شوهر ستاره پیشمرگ ماریا,نقد و نما۳۰,20160,3100,665,/v/bscx994,4.661654135338346,2025,Qtr 1,February,21,3100,0,Medium Engagement,2
152,دانلود رایگان افکت تایپ فارسی در پریمیر,CINEMA 360 | امیرحسین دربهانی,8640,2000,390,/v/qsz3q22,5.128205128205129,2025,Qtr 1,March,1,2000,0,Medium Engagement,2
153,آموزش ساخت افکت صدای تلفن در پریمیر,CINEMA 360 | امیرحسین دربهانی,10080,2900,238,/v/xvmkqjc,12.184873949579831,2025,Qtr 1,February,28,2900,0,Medium Engagement,2
154,آموزش سانسور تصویر و صدا در پریمیر,CINEMA 360 | امیرحسین دربهانی,20160,4000,448,/v/ggj2e27,8.928571428571429,2025,Qtr 1,February,21,4000,0,Medium Engagement,2
155,ابعاد ویدیو برای آپارات، یوتیوب و اینستاگرام در پریمیر,CINEMA 360 | امیرحسین دربهانی,30240,1200,501,/v/vfvto5r,2.395209580838323,2025,Qtr 1,February,14,1200,0,Medium Engagement,2
156,صدا و تصویرت رو با یه کلیک سینک کن!,CINEMA 360 | امیرحسین دربهانی,30240,4500,264,/v/gmd5p2r,17.045454545454547,2025,Qtr 1,February,14,4500,0,Medium Engagement,2
157,‫بالاخره RTX 5080 رو بررسی کردیم   مقایسه با 4080 سوپر,اگزو گیم,10080,1700,938,/v/oio8t6t,1.812366737739872,2025,Qtr 1,February,28,1700,0,Medium Engagement,2
158,راهنمای خرید مانیتور گیمینگ - 2025,اگزو گیم,10080,2000,1034,/v/syr789m,1.9342359767891684,2025,Qtr 1,February,28,2000,0,Medium Engagement,2
159,راهنمای جامع تنظیمات گرافیکی بازی ها - قسمت اول,اگزو گیم,20160,2500,675,/v/npuj23r,3.703703703703704,2025,Qtr 1,February,21,2500,0,Medium Engagement,2
160,‫هر چیزی که در مورد سری Nvidia RTX 5000  باید بدونید,اگزو گیم,43200,2100,753,/v/mbm0f5f,2.7888446215139444,2025,Qtr 1,February,5,2100,0,Medium Engagement,2
161,سیستم 50 میلیونی با دلار 80 تومنی بستیم - تست بازی,اگزو گیم,43200,5400,848,/v/peppz75,6.367924528301887,2025,Qtr 1,February,5,5400,0,Medium Engagement,2
162,آرامگاه حکیم عمر خیام نیشابوری,ایران شگفت انگیز,8640,148,282,/v/slh70s2,0.524822695035461,2025,Qtr 1,March,1,148,0,Medium Engagement,2
163,عمارتی زیبا در دل بیابان,ایران شگفت انگیز,8640,27,186,/v/nulkt7n,0.1451612903225806,2025,Qtr 1,March,1,27,0,Medium Engagement,2
164,شوریاب، یکی از کامل ترین کاروانسراهای ایران,ایران شگفت انگیز,10080,187,421,/v/ngwm8kk,0.4441805225653206,2025,Qtr 1,February,28,187,0,Medium Engagement,2
165,برج 1000 ساله لاجیم,ایران شگفت انگیز,10080,983,158,/v/ucsi38q,6.2215189873417724,2025,Qtr 1,February,28,983,0,Medium Engagement,2
166,حضور آب در معماری ایرانی,ایران شگفت انگیز,20160,663,414,/v/tolh44h,1.6014492753623188,2025,Qtr 1,February,21,663,0,Medium Engagement,2
167,رفتن به دهکده ای در داخل جنگل و پختن نان لواش خوشمزه,کوچ,1380,163,1119,/v/nlo963l,0.1456657730116175,2025,Qtr 1,March,6,163,0,Medium Engagement,2
168,زمستان اینجاست: آوردن هیزم ازجنگل وپختن زرشک پلوی خوشمزه,کوچ,5760,723,1321,/v/ckux6s9,0.5473126419379258,2025,Qtr 1,March,3,723,0,Medium Engagement,2
169,آوردن آب ازچشمه و پختن کوکو سبزی خوشمزه,کوچ,10080,1700,1499,/v/xqn3686,1.134089392928619,2025,Qtr 1,February,28,1700,0,Medium Engagement,2
170,بارش برف وکولاک درروستا:یک روز پرکار در هوای سرد زمستانی,کوچ,10080,9600,1552,/v/utza85c,6.185567010309279,2025,Qtr 1,February,28,9600,0,Medium Engagement,2
171,رفتن پدر و پسر به جنگل وآوردن هیزم باقاطر وپختن نان محلی خوشمزه جالب!,کوچ,20160,12800,1647,/v/vql5re8,7.77170613236187,2025,Qtr 1,February,21,12800,0,Medium Engagement,2
172,از جراحی پیوند تا سلامتی کامل: داستان موفقیت پیوند کبد در مرکز طبی کودکان,سینا رسانه,300,9,1300,/v/pym8v9z,0.0069230769230769,2025,Qtr 1,March,7,9,0,Medium Engagement,2
173,افسردگی؛ آنچه باید بدانیم,سینا رسانه,420,17,302,/v/xlff996,0.0562913907284768,2025,Qtr 1,March,7,17,0,Medium Engagement,2
174,تامز برند: مصاحبه های رادیو نمایشگاه نگاه به آینده (بخش هشتم),سینا رسانه,420,19,246,/v/jfm07nx,0.0772357723577235,2025,Qtr 1,March,7,19,0,Medium Engagement,2
175,تامز برند: مصاحبه های رادیو نمایشگاه نگاه به آینده (بخش هفتم),سینا رسانه,420,21,330,/v/rre04s0,0.0636363636363636,2025,Qtr 1,March,7,21,0,Medium Engagement,2
176,تامز برند: مصاحبه های رادیو نمایشگاه نگاه به آینده (بخش ششم),سینا رسانه,420,12,381,/v/xgws2le,0.0314960629921259,2025,Qtr 1,March,7,12,0,Medium Engagement,2
177,پشت پرده عجیب صنعت آب پرتقال: چیزی که کمپانی ها نمی خواهند بدانید,جاجوشو,10080,5400,598,/v/exv82o5,9.03010033444816,2025,Qtr 1,February,28,5400,0,Medium Engagement,2
178,چطور هیچوقت بدهکار نشیم؟ / این 10 دقیقه زندگیت رو متحول میکنه!,جاجوشو,10080,7400,642,/v/uxfgzd7,11.526479750778815,2025,Qtr 1,February,28,7400,0,Medium Engagement,2
179,چرا نباید وام بگیریم؟ و چرا باید وام بگیریم؟,جاجوشو,20160,449,474,/v/ghsw9n6,0.9472573839662448,2025,Qtr 1,February,21,449,0,Medium Engagement,2
180,خرید  نقد بهتره یا قسطی / خرید اقساطی به درد چه افرادی نمیخوره؟؟؟؟,جاجوشو,20160,4400,661,/v/hdbg6ce,6.656580937972769,2025,Qtr 1,February,21,4400,0,Medium Engagement,2
181,۱۰ عادت ساده مالی که میلیونرها هر روز انجام می دهند!,جاجوشو,30240,5300,1004,/v/qrdtz2y,5.278884462151394,2025,Qtr 1,February,14,5300,0,Medium Engagement,2
182,بررسی کامل ری را! | تست جاده! | داینو! | شتاب!,srp.performance,540,130,3452,/v/wru4733,0.03765932792584,2025,Qtr 1,March,7,130,0,Medium Engagement,2
183,Arrizo GT | Gac Empow بررسی و تست فنی,srp.performance,4320,243,1135,/v/odr71ft,0.2140969162995594,2025,Qtr 1,March,4,243,0,Medium Engagement,2
184,Powerband | پیک توان و گشتاور | گراف داینو,srp.performance,8640,645,1234,/v/dpw43w8,0.5226904376012966,2025,Qtr 1,March,1,645,0,Medium Engagement,2
185,Gac Empow | دانپایپ گک امپو |تست شتاب,srp.performance,10080,884,1006,/v/cld9re0,0.878727634194831,2025,Qtr 1,February,28,884,0,Medium Engagement,2
186,Arrizo 8 | GAC Empow | مقایسه روی داینو!,srp.performance,10080,830,846,/v/jut3ggt,0.9810874704491724,2025,Qtr 1,February,28,830,0,Medium Engagement,2
187,توقع نداشتم اینقدر خوب باشه!,شهرزاد قصه گو,1440,44,100,/v/nuwg84y,0.44,2025,Qtr 1,March,6,44,0,Medium Engagement,2
188,اینجا مقصد اول سفر هممون بوده!  | گیلان زیبا,شهرزاد قصه گو,5760,149,110,/v/utdyp96,1.3545454545454545,2025,Qtr 1,March,3,149,0,Medium Engagement,2
189,من اصلا دوست نداشتم,شهرزاد قصه گو,10080,198,110,/v/vkjk1io,1.8,2025,Qtr 1,February,28,198,0,Medium Engagement,2
190,مطمئنم نمیشناسیش! | کسی که تاریخ ایران رو تغییر داده,شهرزاد قصه گو,20160,845,150,/v/abo973y,5.633333333333334,2025,Qtr 1,February,21,845,0,Medium Engagement,2
191,قدیمی ترین فرش ایران کجاست؟|قصه های موزه فرش تهران,شهرزاد قصه گو,10080,175,392,/v/lbh0p62,0.4464285714285714,2025,Qtr 1,February,28,175,0,Medium Engagement,2
192,نقد و بررسی رمان وداع با اسلحه | همه چیز درباره رمان ضدجنگ همینگوی,حرف کتاب,1440,54,954,/v/zba4shh,0.0566037735849056,2025,Qtr 1,March,6,54,0,Medium Engagement,2
194,فارنهایت 451 | وقتی کتاب خواندن جرم می شود!,حرف کتاب,20160,384,2915,/v/bmv6b6x,0.1317324185248713,2025,Qtr 1,February,21,384,0,Medium Engagement,2
195,کتابهایی که در 2024 خوندم,حرف کتاب,30240,818,3811,/v/yme21hv,0.2146418262923117,2025,Qtr 1,February,14,818,0,Medium Engagement,2
196,معرفی کتاب روز حلزون؛ داستانی نو از عشق خسرو و شیرین,حرف کتاب,30240,941,574,/v/ebvs5h1,1.6393728222996515,2025,Qtr 1,February,14,941,0,Medium Engagement,2
197,این عادت های مرگبار کبد شما را نابود می کنند! (قبل از اینکه دیر شود، نجاتش دهید),Meraj.hobbies,40320,4200,953,/v/vwvya92,4.4071353620146905,2025,Qtr 1,February,7,4200,0,Medium Engagement,2
198,«اشتباه بزرگ در تهیه مرغ؛ یک عمر بوی زُهم، جای عطر زعفرون رو گرفت»,Meraj.hobbies,43200,2000,725,/v/oqs5616,2.7586206896551726,2025,Qtr 1,February,5,2000,0,Medium Engagement,2
199,آشکار کردن راز اکبر جوجه به روش اکبر جوجه اصل کلبادی,Meraj.hobbies,43200,6100,821,/v/rhcpb60,7.429963459196102,2025,Qtr 1,February,5,6100,0,Medium Engagement,2
200,جوجه با ران یا سینه؟ تنها راه اصولی برای مزه دار کردن جوجه️,Meraj.hobbies,43200,15100,774,/v/dqhg47n,19.50904392764858,2025,Qtr 1,February,5,15100,0,Medium Engagement,2
201,تبدیل سوسیس بندری با کمترین خرج به خوشمزه ترین ساندویچ دنیا,Meraj.hobbies,86400,9100,330,/v/dij9t04,27.57575757575757,2025,Qtr 1,January,6,9100,0,Medium Engagement,2
